stamp_sec,stamp_nanosec,x,y,yaw
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449851,422331104,-0.000086,-0.045444,-0.036032
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449855,209275158,-0.000086,-0.045444,-0.035851
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449856,661671935,-0.000086,-0.045444,-0.035589
1777449858,115129637,-0.000086,-0.045444,-0.035741
1777449858,115129637,-0.000086,-0.045444,-0.035741
1777449858,430410230,-0.000086,-0.045444,-0.035689
1777449858,430410230,-0.000086,-0.045444,-0.035689
1777449858,430410230,-0.000086,-0.045444,-0.035689
1777449858,430410230,-0.000086,-0.045444,-0.035689
1777449858,430410230,-0.000086,-0.045444,-0.035689
1777449859,481728414,-0.000086,-0.045444,-0.036092
1777449859,481728414,-0.000086,-0.045444,-0.036092
1777449859,481728414,-0.000086,-0.045444,-0.036092
1777449859,481728414,-0.000086,-0.045444,-0.036092
1777449859,481728414,-0.000086,-0.045444,-0.036092
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449860,693963136,-0.000086,-0.045444,-0.036060
1777449863,119093134,-0.000086,-0.045444,-0.035647
1777449863,119093134,-0.000086,-0.045444,-0.035647
1777449863,119093134,-0.000086,-0.045444,-0.035647
1777449863,119093134,-0.000086,-0.045444,-0.035647
1777449863,119093134,-0.000086,-0.045444,-0.035647
1777449864,10002023,-0.000086,-0.045444,-0.035808
1777449864,10002023,-0.000086,-0.045444,-0.035808
1777449864,10002023,-0.000086,-0.045444,-0.035808
1777449864,10002023,-0.000086,-0.045444,-0.035808
1777449864,10002023,-0.000086,-0.045444,-0.035808
1777449864,10002023,-0.000086,-0.045444,-0.035808
1777449865,368233152,-0.000086,-0.045444,-0.035633
1777449865,368233152,-0.000086,-0.045444,-0.035633
1777449865,368233152,-0.000086,-0.045444,-0.035633
