seq,target_x,target_y,reached_x,reached_y,elapsed_s,status,note
1,0.022290836819035875,-1.4169341127360373,N/A,N/A,0.0,OK,
2,0.022290836819035875,0.3330659133409948,N/A,N/A,18.1,OK,
3,0.17129083905421005,0.3330659133409948,N/A,N/A,23.7,OK,
4,0.17129083905421005,-1.4169341127360373,N/A,N/A,36.8,OK,
5,0.32129084128938423,-1.4169341127360373,N/A,N/A,44.3,OK,
6,0.32129084128938423,0.3330659133409948,N/A,N/A,60.2,OK,
7,0.4712908435245584,0.3330659133409948,N/A,N/A,66.6,OK,
8,0.4712908435245584,-1.4169341127360373,N/A,N/A,82.9,OK,
9,0.6212908457597326,-1.4169341127360373,N/A,N/A,88.4,OK,
10,0.6212908457597326,0.3330659133409948,N/A,N/A,104.9,OK,
11,0.7712908479949068,0.3330659133409948,N/A,N/A,111.0,OK,
12,0.7712908479949068,-1.4169341127360373,N/A,N/A,130.8,OK,
13,0.921290850230081,-1.4169341127360373,N/A,N/A,142.4,OK,
14,0.921290850230081,0.3330659133409948,N/A,N/A,160.4,OK,
15,1.0702908524652552,0.3330659133409948,N/A,N/A,169.7,OK,
16,1.0702908524652552,-1.4169341127360373,N/A,N/A,183.8,OK,
17,1.3222908561905453,-1.4169341127360373,N/A,N/A,195.6,OK,
18,1.3222908561905453,0.23306591185087866,N/A,N/A,234.0,OK,
19,1.3702908569356036,0.23306591185087866,N/A,N/A,272.8,OK,
20,1.3702908569356036,-1.4169341127360373,N/A,N/A,288.3,OK,
21,1.1722908539553711,-1.4169341127360373,N/A,N/A,293.7,OK,
22,1.1722908539553711,0.3330659133409948,N/A,N/A,310.9,OK,
23,1.2702908554454875,0.3330659133409948,N/A,N/A,328.7,OK,
24,1.2702908554454875,-1.4169341127360373,N/A,N/A,344.7,OK,
25,1.4222908576806614,-1.4169341127360373,N/A,N/A,360.9,OK,
26,1.4222908576806614,0.3330659133409948,N/A,N/A,383.0,OK,
27,1.5796241933733455,0.2830659125959367,N/A,N/A,414.7,OK,
28,1.5796241933733455,-1.4169341127360373,N/A,N/A,428.0,OK,
29,1.7379575290660292,-1.4169341127360373,N/A,N/A,435.3,OK,
30,1.7379575290660292,0.3330659133409948,N/A,N/A,452.4,OK,
31,1.8962908647587131,0.3330659133409948,N/A,N/A,456.9,OK,
32,1.8962908647587131,-1.4169341127360373,N/A,N/A,477.0,OK,
33,2.054624200451397,-1.4169341127360373,N/A,N/A,489.1,OK,
34,2.054624200451397,0.3330659133409948,N/A,N/A,506.4,OK,
35,2.2129575361440805,0.3330659133409948,N/A,N/A,517.5,OK,
36,2.2129575361440805,-1.4169341127360373,N/A,N/A,536.5,OK,
37,2.370290871836765,-1.4169341127360373,N/A,N/A,546.4,OK,
38,2.370290871836765,0.3330659133409948,N/A,N/A,564.5,OK,
