seq,target_x,target_y,reached_x,reached_y,elapsed_s,status,note
1,0.006821969360113144,-1.415082573890686,N/A,N/A,0.0,OK,
2,0.006821969360113144,0.23391745069622993,N/A,N/A,18.5,OK,
3,0.1458219714462757,0.18491744995117188,N/A,N/A,26.4,OK,
4,0.1458219714462757,-1.415082573890686,N/A,N/A,40.6,OK,
5,0.28582197353243827,-1.365082573145628,N/A,N/A,48.6,OK,
6,0.28582197353243827,0.16491744965314864,N/A,N/A,63.4,OK,
7,0.4258219756186008,0.21491745039820676,N/A,N/A,69.8,OK,
8,0.4258219756186008,-1.365082573145628,N/A,N/A,88.1,OK,
9,0.5658219777047634,-1.415082573890686,N/A,N/A,94.4,OK,
10,0.5658219777047634,0.22491745054721834,N/A,N/A,110.8,OK,
11,0.704821979790926,0.23491745069622993,N/A,N/A,135.7,OK,
12,0.704821979790926,-1.415082573890686,N/A,N/A,153.2,OK,
13,0.756821980535984,-1.415082573890686,N/A,N/A,165.8,OK,
14,0.7750000432133675,-0.6328290700912476,N/A,N/A,180.8,OK,
15,0.8750000447034836,-0.6328290700912476,N/A,N/A,189.5,OK,
16,0.8750000447034836,-1.3328290805220604,N/A,N/A,197.6,OK,
17,0.8842577429005161,-1.3003120283407412,N/A,N/A,212.7,OK,
18,1.0808219853788614,-0.8400825653225183,N/A,N/A,222.6,OK,
19,1.2433219878003001,-0.8650825656950474,N/A,N/A,231.2,OK,
20,1.22500004991889,-1.1828290782868862,N/A,N/A,239.9,OK,
21,1.257978871211094,-1.1914747082985286,N/A,N/A,245.1,OK,
22,1.404821990221739,-0.7650825642049313,N/A,N/A,254.2,OK,
23,1.4568219909667968,-1.31508257240057,N/A,N/A,276.6,OK,
24,1.4568219909667968,0.23491745069622993,N/A,N/A,295.4,OK,
25,1.605821993201971,0.284917451441288,N/A,N/A,300.7,OK,
26,1.605821993201971,-1.2650825716555119,N/A,N/A,318.8,OK,
27,1.7558219954371452,-1.31508257240057,N/A,N/A,326.0,OK,
28,1.7558219954371452,0.284917451441288,N/A,N/A,342.2,OK,
29,1.9058219976723194,0.23491745069622993,N/A,N/A,349.9,OK,
30,1.9058219976723194,-1.365082573145628,N/A,N/A,365.0,OK,
31,2.0558219999074936,-1.365082573145628,N/A,N/A,376.6,OK,
32,2.0558219999074936,0.23491745069622993,N/A,N/A,391.8,OK,
33,2.2058220021426678,0.18491744995117188,N/A,N/A,399.6,OK,
34,2.2058220021426678,-1.365082573145628,N/A,N/A,426.0,OK,
35,2.354822004377842,-1.415082573890686,N/A,N/A,486.0,FAIL,result_timeout
36,2.354822004377842,0.18591744995117176,N/A,N/A,486.4,OK,
37,0.756821980535984,-0.41308255898952484,N/A,N/A,540.2,OK,
38,0.7297949262677861,0.11763499901390162,N/A,N/A,548.0,OK,
39,0.9058219827711582,0.18491744995117188,N/A,N/A,557.0,OK,
40,0.9058219827711582,-0.26508255675435066,N/A,N/A,566.7,OK,
41,1.0558219850063324,-0.26508255675435066,N/A,N/A,574.9,OK,
42,1.0558219850063324,0.18491744995117188,N/A,N/A,584.7,OK,
43,1.2058219872415066,0.18491744995117188,N/A,N/A,592.0,OK,
44,1.22500004991889,-0.23282906413078308,N/A,N/A,600.2,OK,
45,1.22500004991889,-0.23282906413078308,N/A,N/A,604.1,OK,
46,1.3548219894766809,0.2839174514412881,N/A,N/A,616.8,OK,
