seq,target_x,target_y,reached_x,reached_y,elapsed_s,status,note
1,0.006821969360113144,-1.415082573890686,N/A,N/A,0.0,OK,
2,0.006821969360113144,0.23391745069622993,N/A,N/A,19.5,OK,
3,0.1458219714462757,0.18491744995117188,N/A,N/A,27.7,OK,
4,0.1458219714462757,-1.415082573890686,N/A,N/A,43.6,OK,
5,0.28582197353243827,-1.365082573145628,N/A,N/A,52.3,OK,
6,0.28582197353243827,0.16491744965314864,N/A,N/A,68.2,OK,
7,0.4258219756186008,0.21491745039820676,N/A,N/A,75.4,OK,
8,0.4258219756186008,-1.365082573145628,N/A,N/A,93.4,OK,
9,0.5658219777047634,-1.415082573890686,N/A,N/A,99.3,OK,
10,0.5658219777047634,0.22491745054721834,N/A,N/A,115.9,OK,
11,0.704821979790926,0.23491745069622993,N/A,N/A,125.5,OK,
12,0.704821979790926,-1.415082573890686,N/A,N/A,142.2,OK,
13,0.756821980535984,-1.415082573890686,N/A,N/A,154.8,OK,
14,0.7750000432133675,-0.5328290686011314,N/A,N/A,167.3,OK,
15,0.9183219829574227,-0.6775825629010797,N/A,N/A,177.3,OK,
16,0.9183219829574227,-1.390082573518157,N/A,N/A,186.0,OK,
17,1.0808219853788614,-1.2650825716555119,N/A,N/A,194.8,OK,
18,1.0750000476837158,-0.8828290738165379,N/A,N/A,202.0,OK,
19,1.22500004991889,-0.8828290738165379,N/A,N/A,211.8,OK,
20,1.2433219878003001,-1.2650825716555119,N/A,N/A,221.9,OK,
21,1.404821990221739,-1.2650825716555119,N/A,N/A,230.4,OK,
22,1.404821990221739,-0.7650825642049313,N/A,N/A,240.1,OK,
23,1.4568219909667968,-1.31508257240057,N/A,N/A,262.7,OK,
24,1.4568219909667968,0.2839174514412881,N/A,N/A,285.5,OK,
25,1.605821993201971,0.284917451441288,N/A,N/A,292.3,OK,
26,1.605821993201971,-1.2650825716555119,N/A,N/A,307.6,OK,
27,1.7558219954371452,-1.31508257240057,N/A,N/A,313.7,OK,
28,1.7558219954371452,0.284917451441288,N/A,N/A,330.0,OK,
29,1.9058219976723194,0.284917451441288,N/A,N/A,337.0,OK,
30,1.9058219976723194,-1.365082573145628,N/A,N/A,354.0,OK,
31,2.0558219999074936,-1.365082573145628,N/A,N/A,361.9,OK,
32,2.0558219999074936,0.23491745069622993,N/A,N/A,377.3,OK,
33,2.2058220021426678,0.23491745069622993,N/A,N/A,384.0,OK,
34,2.2058220021426678,-1.365082573145628,N/A,N/A,399.6,OK,
35,2.354822004377842,-1.415082573890686,N/A,N/A,405.7,OK,
36,2.354822004377842,0.23491745069622993,N/A,N/A,422.5,OK,
37,0.756821980535984,-0.41308255898952484,N/A,N/A,450.7,OK,
38,0.7750000432133675,0.21717094257473946,N/A,N/A,462.1,OK,
39,0.8750000447034836,0.21717094257473946,N/A,N/A,468.5,OK,
40,0.9058219827711582,-0.26508255675435066,N/A,N/A,478.7,OK,
41,1.0558219850063324,-0.2150825560092926,N/A,N/A,487.4,OK,
42,1.0558219850063324,0.18491744995117188,N/A,N/A,495.9,OK,
43,1.175000049173832,0.1671709418296814,N/A,N/A,503.3,OK,
44,1.2058219872415066,-0.26508255675435066,N/A,N/A,520.0,OK,
45,1.354821990966797,-0.2650825552642345,N/A,N/A,529.9,OK,
46,1.3750000521540642,0.21717094257473946,N/A,N/A,540.2,OK,
